,vacancy_name,company_name,city,date,workplace_type,area,level,speciality,schedule,salary,python,sql,apache,java
473,Lead Machine Learning Engineer(Data Engineering),Tide,Болгария,2 дня назад,Удаленная работа,Болгария,team lead,data engineer,1,0,1,0,0,0
474,Stage - Data Science,Argenta,"Антверпен, Фландерс, Бельгия",2 дня назад,Гибридный формат работы,Бельгия,middle,data scientist,1,0,1,1,0,0
475,DATA ENGINEER SNOWFLAKE (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"Курбевуа, Иль-де-Франс, Франция",3 недели назад,Гибридный формат работы,Франция,middle,unknown,1,0,1,1,0,0
476,Fachreferent m/w/d Onkologie,IQVIA,"Мангайм, Баден-Вюртемберг, Германия",3 дня назад,Работа в офисе,Германия,middle,unknown,1,0,0,0,0,0
477,(Junior) Dashboard Entwickler / Datenanalyst (m/w/d),CIMPA PLM Services,"Гамбург, Германия",5 дней назад,Гибридный формат работы,Германия,junior,data analyst,1,0,1,1,0,1
478,"Full Stack Developer: Data Engingeering (w/m/d) - Anwendungsentwicklung, Datenbankentwicklung / BI, Ingenieur",Doc Cirrus,Германия,7 месяцев назад,Работа в офисе,Германия,middle,unknown,1,0,0,0,0,1
479,Python Software Engineer (Data Pipeline team) - Engagement Pillar,Bloomreach,"Прага, Прага, Чехия",3 дня назад,Удаленная работа,Чехия,senior,data engineer,1,0,1,1,1,0
480,Machine Learning Engineer/Data Engineer (m/f/d),Vaillant Group,"Катовице, Силезия, Польша",2 недели назад,Работа в офисе,Польша,middle,data engineer,1,0,1,0,1,1
481,TIBCO Spotfire Engineer (F/M),Airbus,"Тулуза, Окситания, Франция",4 дня назад,Гибридный формат работы,Франция,middle,data engineer,1,0,0,0,0,0
482,Deep Learning Data Application Engineer (Fullstack Developer) Intern,Continental,"Будапешт, Будапешт, Венгрия",1 месяц назад,Работа в офисе,Венгрия,middle,data engineer,1,0,1,0,0,0
483,Data Engineer Java+Spark,excelia,Испания,3 недели назад,Удаленная работа,Испания,middle,data engineer,1,0,1,1,1,0
484,Middle Data Science Developer,iTechArt Team,"Вильнюс, Вильнюсский уезд, Литва",3 месяца назад,Работа в офисе,Литва,middle,data scientist,1,0,1,1,1,1
485,Analist – Programmeur Data,3D-ICT,"Антверпен, Фландерс, Бельгия",3 недели назад,Работа в офисе,Бельгия,senior,unknown,1,0,0,1,0,0
486,Stagiaire ingénieur Data science H/F​ - Regroupement supervisé pour la reconnaissance des émotions de la parole,Expleo Group,"Ивелин, Иль-де-Франс, Франция",2 дня назад,Работа в офисе,Франция,middle,data scientist,1,0,1,0,0,0
487,DevOps Engineer (Data Science),EcoMetricx,Румыния,1 неделю назад,Удаленная работа,Румыния,middle,data engineer,1,0,1,1,0,0
488,Cloud Data platform developer,IKERLAN,"Мондрагон, Страна Басков, Испания",3 недели назад,Гибридный формат работы,Испания,middle,unknown,1,0,0,1,0,0
489,"Stage R&D – fin d’études / ingénieur – Data Science – Boulogne-Billancourt, France (H/F)",Astek,"Булонь-Бийанкур, Иль-де-Франс, Франция",1 месяц назад,Гибридный формат работы,Франция,middle,data scientist,1,0,0,0,0,0
490,Site Reliability Engineer - Data & ML Platform,Booking.com,Голладния,2 недели назад,Гибридный формат работы,Голладния,middle,data engineer,1,0,1,0,0,1
491,Cloud SW Developer/Architect with Data/ML/AI Experience - Tietoevry Create,Tietoevry,"Эспоо, Уусимаа, Финляндия",2 недели назад,Гибридный формат работы,Финляндия,junior,unknown,1,0,1,0,0,1
492,Quant Analyst - Data Scientist,BIP,"Милан, Ломбардия, Италия",3 недели назад,Гибридный формат работы,Италия,senior,data scientist,1,0,1,1,0,1
493,NLP Data Engineer,ING Nederland,"Леуварден, Фрисландия, Голландия",2 недели назад,Работа в офисе,Голландия,senior,data engineer,1,0,1,1,1,0
494,Working Student Data Engineer (m/w/d),Smart Steel Technologies,Германия,3 дня назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
495,Scientist Data Analysis Machine Learning (m/f/d),Bayer,"Монхайм-ам-Райн, Северный Рейн-Вестфалия, Германия",1 день назад,Работа в офисе,Германия,middle,data scientist,1,0,1,0,0,0
496,Data Software Engineer for Cloud Native Application,SimCorp,"Копенгаген, Капитал, Дания",2 дня назад,Гибридный формат работы,Дания,middle,data engineer,1,0,0,1,0,1
497,Quant Analyst - Data Scientist,BIP,"Палермо, Сицилия, Италия",3 недели назад,Гибридный формат работы,Италия,senior,data scientist,1,0,1,1,0,1
498,AIML - Data Curation Engineer - Turkish,Apple,"Барселона, Каталония, Испания",1 неделю назад,Работа в офисе,Испания,middle,data engineer,1,0,0,0,0,0
499,Python Data Science Engineer,TALENT-IT,"Лимбург, Фландерс, Бельгия",2 недели назад,Работа в офисе,Бельгия,junior,data engineer,1,0,1,1,0,0
500,"Docent Wiskunde – Operations Research / Data Science 0,8-,1,0 fte",Fontys University of Applied Sciences,"Эйндховен, Северный Брабант, Голландия",2 недели назад,Работа в офисе,Голландия,middle,data scientist,1,0,1,0,0,0
501,Backend Engineer w/Node.js+Data Engineer,DevsData Tech Talent LLC,"Барселона, Каталония, Испания",1 неделю назад,Удаленная работа,Испания,middle,data engineer,1,0,1,1,0,1
502,Spark/Scala data pipeline developer,Luxoft,Польша,2 недели назад,Удаленная работа,Польша,middle,unknown,1,0,1,1,0,0
503,Cloud SW Developer/Architect with Data/ML/AI Experience - Tietoevry Create,Tietoevry,"Тампере, Пирканмаа, Финляндия",2 недели назад,Гибридный формат работы,Финляндия,junior,unknown,1,0,1,0,0,1
504,Spark/Scala data pipeline Developer,Luxoft,Польша,3 недели назад,Удаленная работа,Польша,middle,unknown,1,0,0,1,0,0
505,Spark/Scala data pipeline developer,Luxoft,Польша,3 недели назад,Удаленная работа,Польша,middle,unknown,1,0,1,1,0,0
506,"Java-Developer / Data Engineer (all genders) - Anwendungsentwicklung, Ingenieur",minubo,"Гамбург, Гамбург, Германия",1 месяц назад,Гибридный формат работы,Германия,senior,data engineer,1,0,0,1,0,1
507,Data Engineer - Cloud / Python / AWS / ETL (m/w/d),Finanz-DATA GmbH,"Гота, Тюрингия, Германия",3 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,1,0,0,0
508,Data Engineer / Architect Cloud - Azure / AWS,NTT DATA,"Виго, Галисия, Испания",1 день назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,0,0,1
509,Data Solution Engineer - Paris,Shift Technology,Франция,1 неделю назад,Работа в офисе,Франция,middle,data engineer,1,0,0,1,0,0
510,Lead Software Data Platform Engineer,Darwin Recruitment,"Гаага, Южная Голландия, Голландия",2 недели назад,Гибридный формат работы,Голландия,team lead,data engineer,1,0,1,1,0,0
511,Data Science Engineer,Opus Recruitment Solutions,"Рандстад, Нидерланды",1 неделю назад,Удаленная работа,Нидерланды,middle,data engineer,1,0,1,1,0,1
512,Business Analyst / Data Scientist Business Intelligence (m/w/d),top itservices AG,Ганновер – Брауншвейг – Гёттинген – Вольфсбург,1 неделю назад,Работа в офисе,Германия,middle,data scientist,1,0,0,0,0,0
513,Spark/Scala data pipeline developer,Luxoft,Польша,4 недели назад,Удаленная работа,Польша,middle,unknown,1,0,1,1,0,0
514,Spark/Scala data pipeline developer,Luxoft,Польша,3 недели назад,Удаленная работа,Польша,middle,unknown,1,0,1,1,0,0
515,Data Solution Engineer (m/w/d) Amsterdam,Esprit,Голладния,3 недели назад,Работа в офисе,Голладния,middle,data engineer,1,0,0,1,0,0
516,Software Developer (Data Pipelines),Mobileum,Греция,1 месяц назад,Работа в офисе,Греция,middle,unknown,1,0,1,1,0,0
517,"Data Analyst/Scientist (H/F), en alternance",MARKET MAKER,"Dardilly, Овернь-Рона-Альпы, Франция",3 недели назад,Работа в офисе,Франция,middle,data scientist,1,0,1,1,0,0
518,Data Engineer | InnSpire Software Engineering,Buro5 Recruitment,"Бодегравен, Южная Голландия, Голландия",1 месяц назад,Гибридный формат работы,Голландия,middle,data engineer,1,0,0,0,0,1
519,"Software Engineer I, Operational Finance, Data",Flexport,Голладния,9 часов назад,Гибридный формат работы,Голладния,middle,data engineer,1,0,0,1,0,1
520,Datenanalyst,GMVK Procurement GmbH,"Эссен, Северный Рейн-Вестфалия, Германия",3 дня назад,Гибридный формат работы,Германия,middle,data analyst,1,0,0,0,0,0
521,Gesundheitsredakteur (m|w|d),ADAC,Германия,1 месяц назад,Работа в офисе,Германия,middle,unknown,1,0,0,0,0,0
522,Spark/Scala data pipeline developer,Luxoft Poland,Польша,3 недели назад,Удаленная работа,Польша,middle,unknown,1,0,1,1,0,0
523,Cloud Engineer- Data Platform,Nationale-Nederlanden,"Алькобендас, Мадрид (Автономное область), Испания",1 неделю назад,Гибридный формат работы,Испания,middle,data engineer,1,0,0,1,0,0
524,Frontend Developer ( Angular/ React) - SAP Customer Data Cloud,VASS,"Вальдорф, Баден-Вюртемберг, Германия",3 недели назад,Гибридный формат работы,Германия,middle,unknown,1,0,0,0,0,0
525,Data & Automation Engineer (f/m/d),DCI Digital Career Institute,Германия,1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,1
526,"Spark/Scala data pipeline developer, Remote Poland",Luxoft,Польша,3 недели назад,Удаленная работа,Польша,middle,unknown,1,0,1,1,0,0
527,Spark/Scala data pipeline developer,Luxoft,Румыния,3 недели назад,Удаленная работа,Румыния,middle,unknown,1,0,1,1,0,0
528,Lead Python Developer - Data Engineering,S&P Global,Польша,1 неделю назад,Удаленная работа,Польша,team lead,data engineer,1,0,1,0,0,0
529,Data Engineer / Architect Cloud - Azure / AWS,NTT DATA Europe & Latam,"Овьедо, Астурия, Испания",1 день назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,0,0,1
530,Gesundheitsredakteur (m|w|d),ADAC,"München, Бавария, Германия",2 недели назад,Работа в офисе,Германия,middle,unknown,1,0,0,0,0,0
531,Data engineer Python AWS (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"Монпелье, Окситания, Франция",1 неделю назад,Работа в офисе,Франция,middle,data engineer,1,0,1,0,0,0
532,Machine Learning Engineer / Data Engineer,Cerved Group SpA,"Тренто, Трентино-Альто Адидже, Италия",1 неделю назад,Гибридный формат работы,Италия,middle,data engineer,1,0,1,1,0,0
533,Junior Data Engineer with Java/Scala,AXA Avanssur,Польша,4 дня назад,Гибридный формат работы,Польша,junior,data engineer,1,0,1,1,0,0
534,Data Software Development Engineer,Siemens Digital Industries Software,"Бра, Пьемонт, Италия",1 неделю назад,Удаленная работа,Италия,middle,data engineer,1,0,1,1,0,0
535,Datenanalyst (gn),BANKPOWER GmbH Personaldienstleistungen,Германия,2 часа назад,Работа в офисе,Германия,middle,data analyst,1,0,0,0,0,0
536,Data Engineer & 3D Simulation,Exotec,"Лилль, О-де-Франс, Франция",1 неделю назад,Работа в офисе,Франция,middle,data engineer,1,0,1,0,0,0
537,Stagiaire ingénieur Data science H/F​ - Regroupement supervisé pour la reconnaissance des émotions de la parole,Expleo Group,"Монтиньи-ле-Бретоннё, Иль-де-Франс, Франция",1 месяц назад,Работа в офисе,Франция,middle,data scientist,1,0,1,0,0,0
538,Lead R&D Engineer - Cloud Data Science (m/f/d) - Hybrid,Ansys,"Исманинг, Бавария, Германия",1 неделю назад,Гибридный формат работы,Германия,team lead,data engineer,1,0,1,1,0,1
539,Data Software Development Engineer,Siemens Digital Industries Software,"Прага-восток, Среднечешский край, Чехия",1 неделю назад,Удаленная работа,Чехия,middle,data engineer,1,0,1,1,0,0
540,Data Software Engineer,Vaillant Group,"Катовице, Силезия, Польша",1 день назад,Работа в офисе,Польша,middle,data engineer,1,0,1,0,1,1
541,"Ansbach – moderne Praxis bietet Perspektive in der Prophylaxe (Zahnmedizinische/r Fachangestellte/r, Zahnmedizinische/r Prophylaxeassistent/in)",Zahn um Zahn - Ihre zahnmedinische Personalvermittlung,"Ансбах, Бавария, Германия",3 дня назад,Работа в офисе,Германия,middle,unknown,1,0,0,0,0,0
542,Energy start-up company - Java/Scala Data Engineer,Vivid Resourcing Ltd,Голладния,3 недели назад,Гибридный формат работы,Голладния,middle,data engineer,1,0,0,0,0,1
543,Data Engineer* / Backend Software Engineer*,TIMETOACT GROUP,"Кёльн, Северный Рейн-Вестфалия, Германия",1 месяц назад,Работа в офисе,Германия,middle,data engineer,1,0,0,1,0,1
544,Data Science Python - Power BI,"Quatechnion, SL.","Валенсия, Валенсия (Автономное Сообщество), Испания",3 месяца назад,Гибридный формат работы,Испания,middle,data scientist,1,0,1,0,0,0
545,Data Development Engineer,Signify,"Эйндховен, Северный Брабант, Голландия",1 неделю назад,Работа в офисе,Голландия,middle,data engineer,1,0,0,1,0,0
546,Data Engineer Cloud (m/w/d),REWE Group,"Кёльн, Северный Рейн-Вестфалия, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,0,1,0,0
547,PROGRAMADOR/A PYTHON Y SQL,Bresme,"Касаррубиос-дель-Монте, Кастилия-Ла-Манча, Испания",1 неделю назад,Гибридный формат работы,Испания,middle,unknown,1,0,1,1,0,0
548,Vehicle Data Engineer for Car Multimedia Camera Systems,Bosch Magyarország,"Будапешт, Будапешт, Венгрия",3 недели назад,Работа в офисе,Венгрия,middle,data engineer,1,0,1,0,0,0
549,Technical Presales Engineer - Sidra Data Platform,Plain Concepts,Испания,1 месяц назад,Удаленная работа,Испания,middle,data engineer,1,0,0,0,0,0
550,Data Engineer (new product) (m/f/d),Sitel Group (previously Sykes),"Гданьск, Померания, Польша",4 недели назад,Гибридный формат работы,Польша,middle,data engineer,1,0,1,1,0,1
551,Cloud Developer:in Data & Analytics,HDI Group,"Ганновер, Нижняя Саксония, Германия",1 месяц назад,Работа в офисе,Германия,middle,data analyst,1,0,1,0,0,0
552,Ingénieur-Ingénieure Cloud Data Engineer (50% télétravail) F/H,EDF,"Нантер, Иль-де-Франс, Франция",1 месяц назад,Работа в офисе,Франция,middle,data engineer,1,0,0,1,0,0
553,Deutsche Bahn AG: Data Engineer Power Platform (w/m/d),HeyJobs,Германия,4 недели назад,Гибридный формат работы,Германия,senior,data engineer,1,0,0,0,0,0
554,Software Ingenieur (m/w/d) Schwerpunkt Data Analysis,SPARKS GmbH,"Ингольштадт, Бавария, Германия",3 дня назад,Работа в офисе,Германия,middle,unknown,1,0,1,0,0,0
555,"Software/Data Engineer (m/w/d) Python - Anwendungsentwicklung, Datenbankentwicklung / BI, Ingenieur",grey engineering GmbH,"Ландсберг-ам-Лех, Бавария, Германия",3 месяца назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,1
556,Projektowanie modeli (prototypów) naczep,"TRUCK POLAND Albert Furmanek, Wiktor Furmanek s.c.","Niwy, Свентокшиское воеводство, Польша",1 месяц назад,Гибридный формат работы,Польша,middle,unknown,1,0,0,0,0,0
557,Data Engineer Exploitation,euRHasi,Франция,12 часов назад,Работа в офисе,Франция,middle,data engineer,1,0,0,1,0,0
558,Platform Developer / Data Engineer,Sportradar,"Любляна, Любляна, Словения",2 недели назад,Гибридный формат работы,Словения,middle,data engineer,1,0,1,0,0,0
559,"Analytics Engineer, Matching",Vinted,Голладния,1 неделю назад,Работа в офисе,Голладния,middle,data engineer,1,0,1,1,1,1
560,STAGE - Ingénieur développement solutions d'acquisition de données synchrones - F/H,Thales,"Élancourt, Иль-де-Франс, Франция",5 дней назад,Работа в офисе,Франция,middle,unknown,1,0,0,0,0,0
561,Data Engineer (ML/AI) - Antwerpen/Gent/Hasselt,Madison Recruitment (We're hiring 🚀),"Вестерло, Фландерс, Бельгия",4 недели назад,Гибридный формат работы,Бельгия,middle,data engineer,1,0,1,0,0,1
562,Data Engineer / Software Entwickler (w/m/d),ADEAL Systems GmbH,"Ной-Изенбург, Гессен, Германия",1 неделю назад,Удаленная работа,Германия,middle,data engineer,1,0,1,1,0,1
563,"Full Stack Engineer, Data Team",Optibus,"Берлин, Германия",3 недели назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,0,1
564,"Cloud Software Engineer, Data Platforms (80-100%)",SIX,Польша,2 недели назад,Гибридный формат работы,Польша,middle,data engineer,1,0,1,1,0,1
565,DataOps Engineer - Data Solutions Factory (f/m/d),Decathlon Technology,"Круа, О-де-Франс, Франция",2 месяца назад,Работа в офисе,Франция,middle,data engineer,1,0,0,1,0,0
566,Cloud Engineer / Data Engineer,IPB Innovation & Product Builders GmbH,"Нюрнберг, Бавария, Германия",15 часов назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,0
567,(Junior) Data Engineer (m/w/d) - Wien / Innsbruck,Alexander Thamm [at],"Вена, Вена, Австрия",2 часа назад,Работа в офисе,Австрия,junior,data engineer,1,0,1,1,0,0
568,DevOps Engineer (Data Science),EcoMetricx,"Бухарест, Бухарест, Румыния",1 неделю назад,Удаленная работа,Румыния,middle,data engineer,1,0,1,1,0,0
569,Data Product - Principal Data Engineer,Roche,"Мангайм, Баден-Вюртемберг, Германия",2 дня назад,Работа в офисе,Германия,senior,data engineer,1,0,0,0,0,0
570,Data Engineer - Categorie Protette L. 68/99 – IBM CIC,IBM,"Неаполь, Кампания, Италия",16 часов назад,Работа в офисе,Италия,middle,data engineer,1,0,1,1,0,0
571,Daten-Analyst*in,Norddeutscher Rundfunk,"Гамбург, Гамбург, Германия",1 неделю назад,Работа в офисе,Германия,middle,data analyst,1,0,0,0,0,0
572,Data Analyst / Scientist - Insurance background,Zurich Insurance,"Барселона, Каталония, Испания",5 дней назад,Работа в офисе,Испания,senior,data scientist,1,0,1,1,0,0
573,"Intelligent Manufacturing, Data and AI Engineer, fluent in English",EUROPEAN DYNAMICS,"Амарусион, Аттика, Греция",1 месяц назад,Удаленная работа,Греция,middle,data engineer,1,0,0,0,0,0
574,CDI - Ingénieur pistage - fusion de données H/F,NAVAL GROUP,"Нант, Луара, Франция",1 неделю назад,Работа в офисе,Франция,middle,unknown,1,0,1,0,0,0
575,Condition Monitoring Data Engineer (H/F),Alstom,"Вийёрбан, Овернь-Рона-Альпы, Франция",4 недели назад,Работа в офисе,Франция,middle,data engineer,1,0,1,1,0,0
576,Développeur & data engineer H/F,GEPS Techno,"Геранд, Луара, Франция",1 неделю назад,Работа в офисе,Франция,middle,data engineer,1,0,1,1,0,0
577,2 Experts - Analystes des données (H/F/X),Fédération Wallonie-Bruxelles,"Брюссель, Бельгия",3 недели назад,Работа в офисе,Бельгия,middle,data analyst,1,0,0,0,0,0
578,Ingénieur / Ingénieure de recherche Data engineer H/F,EDF,"Saclay, Иль-де-Франс, Франция",4 недели назад,Работа в офисе,Франция,middle,data engineer,1,0,1,1,0,1
579,MicroStrategy Engineer (m/w/d),DKB | Deutsche Kreditbank AG,Германия,1 месяц назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,0,0
580,Site Reliability Engineer - Application Data Services,Booking.com,Голладния,2 дня назад,Гибридный формат работы,Голладния,middle,data engineer,1,0,1,1,1,1
581,"Data related, Ai related, Javascript, software engineers.",ScenTronix™,"Бреда, Северный Брабант, Голландия",3 недели назад,Гибридный формат работы,Голландия,middle,data engineer,1,0,0,0,0,0
582,SARTE - ADDETTE ALL'ETICHETTATRICI,Humangest S.p.A.,"Коссато, Пьемонт, Италия",1 месяц назад,Работа в офисе,Италия,middle,unknown,1,0,0,0,0,0
583,Praktikum (w/m/d) Data Science / Data Analytics,KPMG Deutschland,"Ульм, Баден-Вюртемберг, Германия",3 недели назад,Работа в офисе,Германия,middle,data scientist,1,0,0,0,0,0
584,Digital Data Science and Analytics Specialist,Prosperity Recruitment,"Дублин, Графство Дублин, Ирландия",3 недели назад,Гибридный формат работы,Ирландия,middle,data scientist,1,0,1,1,0,0
585,Software Engineer (Cloud Data),Vendavo,"Острава, Моравско-Силезский край, Чехия",6 дней назад,Гибридный формат работы,Чехия,middle,data engineer,1,0,1,0,0,1
586,Data Engineer - Software Development Process Optimization (f/m/x),BMW Group,Германия,3 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,0
587,Data Engineer mit Schwerpunkt Cloud (m/w/d),DKB | Deutsche Kreditbank AG,Германия,1 месяц назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,1,0,1
588,"Analytics Engineer, Matching",Vinted,Германия,2 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,1,1
589,Data Science Engineer,TEC Partners - Technical Recruitment Specialists,Испания,3 дня назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,0,0,0
590,Data Science & Analytics - Working Student (m/w/d),Grannel,Германия,1 неделю назад,Работа в офисе,Германия,middle,data scientist,1,0,0,0,0,0
591,Field Application Engineer (m/w/d) - Data Connectivity,TE Connectivity,"Бенсхайм, Гессен, Германия",3 недели назад,Гибридный формат работы,Германия,middle,data engineer,1,0,0,0,0,0
592,"Data Analyst / Decision Scientist, Monetisation",Vinted,Голладния,2 недели назад,Работа в офисе,Голладния,middle,data scientist,1,0,1,1,0,0
593,"Data Engineer / Software Entwickler * (m/w/d) - Anwendungsentwicklung, Datenbankentwicklung / BI, Ingenieur",ADEAL Systems GmbH,"Ной-Изенбург, Гессен, Германия",1 год назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,1
594,Principal Platform Software Engineer - Data Streams (m/f/d) (Remote),Yelp,Германия,2 недели назад,Удаленная работа,Германия,middle,data engineer,1,0,1,0,1,1
595,Deutsche Bahn AG: Data Vault Engineer (w/m/d),HeyJobs,Германия,3 недели назад,Гибридный формат работы,Германия,junior,data engineer,1,0,1,0,1,0
596,Data Engineer (Backend developer),E-mergo,"Делфт, Южная Голландия, Голландия",3 дня назад,Гибридный формат работы,Голландия,middle,data engineer,1,0,0,1,0,0
597,Research Engineer – DDLS Data Engineer with a focus on Cell and Molecular Biology,Chalmers tekniska högskola,"Гетеборг, Лен Вестра-Гёталанд, Швеция",3 дня назад,Работа в офисе,Швеция,middle,data engineer,1,0,1,0,0,0
598,Application Developer – Engineering Data Management (f/m/d),Zuken,Германия,1 неделю назад,Работа в офисе,Германия,middle,data engineer,1,0,0,1,0,0
599,Applied Scientist - Customer Analytics (All Genders),Zalando,Германия,3 дня назад,Работа в офисе,Германия,middle,data scientist,1,0,1,1,0,0
600,Deutsche Bahn AG: Data Engineer (w/m/d),HeyJobs,Германия,1 месяц назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,0,1,1
601,Principal Platform Software Engineer - Data Streams (m/f/d) (Remote),Yelp,"Гамбург, Гамбург, Германия",2 недели назад,Удаленная работа,Германия,middle,data engineer,1,0,1,0,1,1
602,Junior Data Engineer für Data Science und Datenbanken (m/w/d),AXRO Bürokommunikation,"Гамбург, Гамбург, Германия",1 неделю назад,Работа в офисе,Германия,junior,data engineer,1,0,0,1,0,0
603,Engineer (w/m/d) Biochemical Analytics,CureVac,"Тюбинген, Баден-Вюртемберг, Германия",5 дней назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
604,"Software Engineer, Monitoring and Analytics - Sectra Medical",Sectra,"Линчепинг, Лен Эстергётланд, Швеция",2 недели назад,Работа в офисе,Швеция,middle,data engineer,1,0,0,0,0,0
605,Lead Data ML Engineer (m/f/d),EPAM Systems,Германия,4 дня назад,Удаленная работа,Германия,team lead,data engineer,1,0,1,1,1,0
606,Tech Lead Software Engineer - Data Platform H/F,Air Liquide,Франция,3 недели назад,Гибридный формат работы,Франция,team lead,data engineer,1,0,1,1,0,0
607,Ingénieur de la donnée H/F,"Ministère de l’Économie, des Finances et de la Souveraineté industrielle et numérique",Франция,4 недели назад,Работа в офисе,Франция,middle,unknown,1,0,0,1,0,0
608,Analytics Engineer (Multiple domains),Wolt,"Хельсинки, Уусимаа, Финляндия",4 дня назад,Работа в офисе,Финляндия,middle,data engineer,1,0,1,1,0,0
609,Software Developer/Scientific Data Application Developer,VIB,"Брюссель, Брюссель, Бельгия",3 месяца назад,Работа в офисе,Бельгия,middle,unknown,1,0,1,1,0,0
610,(Senior) Software Engineer - AI Software and Data Engineer in ADAS/AD Innovation (m/f/d),CARIAD,Германия,1 месяц назад,Работа в офисе,Германия,senior,data engineer,1,0,1,0,0,0
611,Data engineer - Développeur BigData (F/H),Ekkiden,"Лилль, О-де-Франс, Франция",1 день назад,Работа в офисе,Франция,middle,data engineer,1,0,1,0,0,0
612,PowerBI Specialist,"Search X Recruitment | IT, Sales,  Marketing, Renewable Engineering Recruitment","Зволле, Оверэйсел, Голландия",1 неделю назад,Работа в офисе,Голландия,middle,unknown,1,0,0,1,0,0
613,Data Engineer Risk & Control,Ahold Delhaize,"Брюссель, Бельгия",3 недели назад,Гибридный формат работы,Бельгия,middle,data engineer,1,0,1,1,0,0
614,(Senior) Fullstack Engineer (Backend / Mobile) - (Data Platform) (all genders),Delivery Hero,Германия,1 неделю назад,Работа в офисе,Германия,senior,data engineer,1,0,1,0,0,1
615,数据分析工程师,宁德时代,"Маарсен, Утрехт, Голландия",1 месяц назад,Работа в офисе,Голландия,middle,unknown,1,0,0,0,0,0
616,Algorithm Development - Data Engineer (m/f),The Goodyear Tire & Rubber Company,"Colmar-Berg, Mersch, Люксембург",1 неделю назад,Работа в офисе,Люксембург,middle,data engineer,1,0,1,0,0,0
617,Siemens Technology Applied Research Engineer for Industrial Data Analytics & AI,Siemens,"Брашов, Брашов, Румыния",2 недели назад,Работа в офисе,Румыния,middle,data engineer,1,0,1,0,0,1
618,"Data Engineer | Python, Dbt, Fivetran, Snowflake | Solution SaS/Hypercroissance | Fullremote",Octopus IT - Expert du recrutement tech,Франция,1 месяц назад,Удаленная работа,Франция,middle,data engineer,1,0,1,0,0,0
619,(Principal) Software Engineer Next-Generation Data Infrastructure (Huawei Cloud) (m/f/d),Huawei,Германия,3 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,0,1,0,0
620,Open data Software Engineer,TomTom,"Гент, Фландерс, Бельгия",1 неделю назад,Гибридный формат работы,Бельгия,middle,data engineer,1,0,0,1,0,0
621,Data Engineer - Categorie Protette L. 68/99 – IBM CIC,IBM,"Бари, Апулия, Италия",16 часов назад,Работа в офисе,Италия,middle,data engineer,1,0,1,1,0,0
622,Data Engineer / Cloud Engineer (m/w/d),Alexander Thamm [at],"Кёльн, Северный Рейн-Вестфалия, Германия",9 часов назад,Работа в офисе,Германия,middle,data engineer,1,0,1,0,0,0
623,Data / Power BI Specialist,3D-ICT,"Антверпен, Фландерс, Бельгия",1 неделю назад,Работа в офисе,Бельгия,middle,unknown,1,0,0,1,0,0
624,Deutsche Bahn AG: Data Engineer (m/w/d),HeyJobs,Германия,3 недели назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,0,1,0
625,Datenanalyst (m/w/d) Wohnungsmarkt,BBU Verband Berlin-Brandenburgischer Wohnungsunternehmen e. V.,Германия,3 часа назад,Работа в офисе,Германия,middle,data analyst,1,0,0,1,0,0
626,Data Engineer Cloud GCP  F/H,SOFTEAM,Франция,1 день назад,Работа в офисе,Франция,middle,data engineer,1,0,0,0,0,0
627,Data Engineer - Python - Start Up H/F,"UNDERGUARD - Recrutement cybersécurité, 100% clients finaux !","Нант, Луара, Франция",8 часов назад,Работа в офисе,Франция,middle,data engineer,1,0,1,1,0,0
628,Python Developer/ Mortgage Data Developer,FRG Technology Consulting,"Прага, Прага, Чехия",1 месяц назад,Работа в офисе,Чехия,middle,unknown,1,0,1,1,0,0
629,"Software Engineer, Data Analysis and Machine Learning - ET&I",Cisco,"Исси-ле-Мулино, Иль-де-Франс, Франция",2 недели назад,Работа в офисе,Франция,middle,data engineer,1,0,1,0,0,1
630,Data Backend Developer,Vodafone,"Милан, Ломбардия, Италия",2 недели назад,Гибридный формат работы,Италия,middle,unknown,1,0,1,1,0,1
631,Data QA Engineer,LeoVegas Group,"Стокгольм, Лен Стокгольм, Швеция",3 недели назад,Гибридный формат работы,Швеция,middle,data engineer,1,0,1,1,0,1
