,vacancy_name,company_name,city,date,workplace_type,area,level,speciality,schedule,salary,python,sql,apache,java
632,Beca Advanced Analytics,Endesa,Испания,2 недели назад,Гибридный формат работы,Испания,middle,data analyst,1,0,1,1,0,0
633,Backend Data Engineer | Python - AWS | Plateforme SaaS BtoB - Culture et sport | Paris (1 jour sur site/semaine),Octopus IT - Expert du recrutement tech,Франция,2 месяца назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,0,0,0
634,Cloud Data Platform Engineer,Accenture Nordics,"Хельсинки, Уусимаа, Финляндия",1 неделю назад,Гибридный формат работы,Финляндия,middle,data engineer,1,0,1,1,1,1
635,Assurance | New Joiners Auditoría Informatica 2022,PwC España,"Барселона, Каталония, Испания",1 неделю назад,Гибридный формат работы,Испания,middle,unknown,1,0,0,0,0,0
636,"Data Engineer, Lösningsarkitekt, Systemutvecklare",Jämtkraft AB,"Остерсунд, Лен Емтланд, Швеция",3 дня назад,Работа в офисе,Швеция,senior,data engineer,1,0,0,1,0,1
637,Frontend developer ( Angular/React) -SAP Customer Data Cloud,VASS,"Хайдельберг, Баден-Вюртемберг, Германия",1 неделю назад,Гибридный формат работы,Германия,middle,unknown,1,0,0,0,0,0
638,Data Analyst/Data Scientist/Controller (w/m/d),WTS Deutschland,Германия,3 недели назад,Работа в офисе,Германия,middle,data scientist,1,0,0,0,0,0
639,Data Engineer for personalized marketing at ICA,ICA Gruppen,"Сольна, Лен Стокгольм, Швеция",5 дней назад,Гибридный формат работы,Швеция,middle,data engineer,1,0,1,1,0,0
640,Traineeship Data- & Machine Learning Engineer,Future Facts,"Рандстад, Нидерланды",3 дня назад,Работа в офисе,Нидерланды,senior,data engineer,1,0,1,0,0,1
641,Data Engineer Datalake - Stage (F/H),Quantmetry,Франция,1 неделю назад,Гибридный формат работы,Франция,junior,data engineer,1,0,1,0,0,0
642,Data Engineer / Architect Cloud - Azure / AWS,NTT DATA Europe & Latam,Испания,5 дней назад,Гибридный формат работы,Испания,middle,data engineer,1,0,1,0,0,1
643,Data Engineer Big Data H/F,CGI,"Тулуза, Окситания, Франция",3 недели назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,1,0,1
644,Digital Analytics & CRO Specialist,Lottomatica,"Рим, Лацио, Италия",6 часов назад,Гибридный формат работы,Италия,middle,data analyst,1,0,0,0,0,0
645,Ingeniero/a proyectos datos / desarrollo fullstack,Muutech Monitoring Solutions S.L.,"Виго, Галисия, Испания",3 недели назад,Гибридный формат работы,Испания,middle,unknown,1,0,1,1,0,0
646,Principal Software Engineer - Data & Machine Learning Platform,Booking.com,Голладния,1 день назад,Гибридный формат работы,Голладния,senior,data engineer,1,0,0,0,0,0
647,Data Engineer - Java/Scala (m/w/d),smartclip,Германия,2 недели назад,Удаленная работа,Германия,middle,data engineer,1,0,0,0,1,1
648,Full Stack Developer – Data Modeling & Analysis,Radisson Hotel Group,"Брюссель, Брюссель, Бельгия",1 месяц назад,Гибридный формат работы,Бельгия,middle,unknown,1,0,0,1,0,1
649,Stage Data Engineer AWS & Databricks (H/F),Tata Consultancy Services,Франция,4 дня назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,0,0,0
650,Finnish - Azure Data Cloud Engineer,Nigel Frank International,"Хельсинки, Уусимаа, Финляндия",1 неделю назад,Гибридный формат работы,Финляндия,middle,data engineer,1,0,0,1,0,0
651,PowerBI Specialist,"Search X Recruitment | IT, Sales,  Marketing, Renewable Engineering Recruitment","Ассен, Дренте, Голландия",1 неделю назад,Работа в офисе,Голландия,middle,unknown,1,0,0,1,0,0
652,Cloud Data Platform Engineer,Accenture Nordics,"Ювяскюля, Центральная Финляндия, Финляндия",1 неделю назад,Гибридный формат работы,Финляндия,middle,data engineer,1,0,1,1,1,1
653,Data Engineer - Categorie Protette L. 68/99 – IBM CIC,IBM,"Сеграте, Ломбардия, Италия",16 часов назад,Работа в офисе,Италия,middle,data engineer,1,0,1,1,0,0
654,Data Engineer Big Data H/F,CGI,Франция,2 недели назад,Работа в офисе,Франция,middle,data engineer,1,0,1,1,0,1
655,Data Developer for Databricks projects,Solita,"Хельсинки, Уусимаа, Финляндия",5 дней назад,Работа в офисе,Финляндия,middle,unknown,1,0,0,0,1,0
656,Data Fusion – Front-end Developer / Web Developer,Aerospacelab,"Лувен-ла-Нев, Валлония, Бельгия",1 месяц назад,Гибридный формат работы,Бельгия,middle,unknown,1,0,1,1,0,1
657,Data Pipeline Engineer,Ingersoll Rand,"Ботроп, Северный Рейн-Вестфалия, Германия",1 день назад,Работа в офисе,Германия,middle,data engineer,1,0,1,0,0,0
658,Data Engineer AWS Spark Scala - Nantes (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"Нант, Луара, Франция",3 недели назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,0,0,1
659,Python Data Engineer (Remote),Veeva Systems,Польша,23 часа назад,Удаленная работа,Польша,senior,data engineer,1,0,1,1,0,0
660,Finnish - Azure Data Cloud Engineer,Nigel Frank International,"Хельсинки, Уусимаа, Финляндия",3 недели назад,Гибридный формат работы,Финляндия,middle,data engineer,1,0,0,1,0,0
661,Data Development Engineer,CTG Luxembourg P.S.F.,"Люксембург, Люксембург, Люксембург",1 месяц назад,Гибридный формат работы,Люксембург,middle,data engineer,1,0,1,1,0,1
662,Data Engineer Big Data H/F,CGI,"Монпелье, Окситания, Франция",4 дня назад,Работа в офисе,Франция,middle,data engineer,1,0,1,1,0,1
663,Backend Software Engineer (Data Infrastructure),Vinted,"Вильнюс, Вильнюсский уезд, Литва",2 недели назад,Работа в офисе,Литва,junior,data engineer,1,0,0,1,0,1
664,Data/ML Engineer (M/W/D),CENTA MG GmbH,Германия,3 недели назад,Удаленная работа,Германия,middle,data engineer,1,0,0,0,0,0
665,[CDI] Analytics Engineer pour l’échiquier 2.0 - Paris 9 - H/F,Hirestone,Франция,2 недели назад,Гибридный формат работы,Франция,senior,data engineer,1,0,1,1,0,1
666,Data Analyst / Data Scientist,ContactPigeon,"Халандрион, Аттика, Греция",1 месяц назад,Работа в офисе,Греция,middle,data scientist,1,0,1,1,0,0
667,"Python/Data Modelling Developer, Remote Poland",Luxoft,Польша,3 недели назад,Удаленная работа,Польша,senior,unknown,1,0,1,0,0,0
668,Engenheiro de dados,Habber Tec Portugal,"Лисбоа, Португалия",1 неделю назад,Гибридный формат работы,Португалия,middle,unknown,1,0,0,1,0,0
669,Trainer Data Engineer/Data Science,Reti S.p.A.,"Бусто-Арсицио, Ломбардия, Италия",1 день назад,Гибридный формат работы,Италия,middle,data engineer,1,0,1,1,0,0
670,Marketing Data Analyst/Scientist,Addyou,Испания,1 месяц назад,Работа в офисе,Испания,middle,data scientist,1,0,1,1,0,0
671,MicroStrategy Engineer,,Германия,1 месяц назад,Работа в офисе,Германия,middle,data engineer,1,0,1,1,0,0
672,Cloud Data Platform Engineer,Accenture Nordics,"Тампере, Пирканмаа, Финляндия",1 неделю назад,Гибридный формат работы,Финляндия,middle,data engineer,1,0,1,1,1,1
673,Data and Machine Learning Developer,Metrica Recruitment,"Ани-Мартен-Рьё, О-де-Франс, Франция",1 месяц назад,Гибридный формат работы,Франция,senior,unknown,1,0,1,1,0,0
674,Data Modeling Engineer,ERNI,"Барселона, Каталония, Испания",5 дней назад,Гибридный формат работы,Испания,senior,data engineer,1,0,0,0,0,0
675,Cloud Data Engineer / Architect,miDiagnostics,"Лёйвен, Фландерс, Бельгия",1 день назад,Гибридный формат работы,Бельгия,middle,data engineer,1,0,1,0,0,0
676,Data Engineer - PHP / Programmieren / Pipeline / Projektmanagement / Testing / Remote (m/w/d),Echobot Media Technologies GmbH,"Гельзенкирхен, Северный Рейн-Вестфалия, Германия",2 месяца назад,Удаленная работа,Германия,middle,data engineer,1,0,0,1,0,1
677,AWS Analytics Platform Engineer,Telia,"Сольна, Лен Стокгольм, Швеция",2 недели назад,Работа в офисе,Швеция,middle,data engineer,1,0,1,0,0,0
678,Consultor Qlik,Keyrus,Испания,3 недели назад,Гибридный формат работы,Испания,middle,unknown,1,0,0,0,0,0
679,"(Junior) Data Engineer, Life Science",LOGEX,Голладния,2 недели назад,Гибридный формат работы,Голладния,junior,data engineer,1,0,1,1,0,0
